,result_equal_vis,result_ae_vis
0,0.001804996636052323,0.003159465038138698
1,-0.002487805487297354,-0.0069406441431612495
2,0.004718451661594093,0.006046738970806605
3,0.021762020111894688,0.02814146650126987
4,0.008143236121207641,0.008267268251630891
5,0.0023145648689493173,0.001180464209147948
6,0.010563623923748442,0.006645599436603161
7,0.009336118130268906,0.008728894986768824
8,-0.005333407155915148,-0.009977292259163054
9,0.014244486006518625,0.012312692297640985
10,-0.01540585356782871,-0.027389281781535532
11,-0.005672295302083784,-0.004101649738088138
12,0.013511678863339087,0.016844853022310327
13,-0.009066410111703208,-0.016979783004891752
14,-0.003572373910192813,-0.0038800939109876306
15,-0.0006374376485478401,-0.003079216448471224
16,0.007183902457137995,0.0008012529937366723
17,0.003398034353453155,0.00687526141418804
18,0.012191967298969205,0.017880205577282645
19,0.0016826202112006944,-0.002426267710474867
20,0.0033734992685052517,0.00462117003038885
21,-0.002203445904323915,-0.006264785738373764
22,0.008109699592969467,0.006948209504633995
23,-0.007436953554024492,-0.010901796914474063
24,0.00850750225673557,0.0003006770788013262
25,-0.0019096877327094471,0.00044297191064820985
26,0.0023609586467887604,-0.0020571476826132962
27,0.0024491491712398143,0.004470548645805889
28,0.010482238521272603,0.01318001326492612
29,0.010204725790335989,0.007537144961743252
30,0.007032474222670119,0.0045518679790107815
31,0.00035566935596079125,-0.003697235681165916
32,0.0003631980719826065,0.006357161027836912
33,0.01152608943228855,0.007353328168357873
34,0.006193153159114177,0.011093075570830568
35,-0.0034081729767745333,-0.004252377547655267
36,0.009245685433165238,0.003321380652959065
37,-0.0052814667833129105,-0.006469060156524728
38,0.012708791075027471,0.013234298434057717
39,0.015661166467406982,0.014427522254042244
40,0.019784058403637443,0.011276379450378272
41,0.0032390515961467758,0.003735444265724086
42,0.00025717380398244,-0.005776192453878073
43,-0.008033137560037784,-0.006588534525583877
44,0.006292631785154076,0.013057963875915719
45,0.014715143447753497,0.01681768240438987
46,0.0035094483973991245,0.00133705662835954
47,0.003948634346748341,0.0013625092394964405
48,-0.002440731052178477,-0.002687187782944744
49,-0.014806137190059509,-0.017474285009344316
50,-0.027853816654813852,-0.02313048152249953
51,0.0008148065110589594,-0.003755320668877672
52,0.006329261086076066,0.007618038656615347
53,0.01390965562455814,0.0160429151442546
54,0.009920626687816217,-0.0018833487795961962
55,-0.03777981460543853,-0.04216831319976176
56,-0.050732051316503296,-0.04264643881107713
57,0.006863948456247037,0.008134474433289489
58,-0.03949538035253511,-0.029167112402796187
59,0.05239471798199023,0.052888731368402844
60,0.004445218926262225,-0.0005779298776416103
61,-0.00843381769304672,-0.005919643989790691
62,0.01508256590429174,0.01651617318824186
63,0.007808132654439593,0.013364013793923187
64,0.00947278273972598,0.014468253239845
65,0.00326372896289685,-0.000286857588314619
66,-0.0006257615018525188,0.0005023274270423722
67,0.01614326704056486,0.015284624201411419
68,0.007175537209304924,0.014812888518660885
69,0.009719404069455881,0.0033781599932671096
70,0.0018255718369404176,0.0030795999711093476
71,0.006118005248520398,0.0030335056270767977
72,-0.0068308004055549045,-0.008642694626570342
73,-0.0028773235878323234,-0.00040515377662204456
74,0.001254815612477233,-0.004152942458788489
75,-0.00712731560693765,-0.007970335394787562
76,0.0002429319313294253,0.0009954872317279174
77,0.004526698657145789,0.00445365093052009
78,-0.0010538305935029273,-0.002734461981335104
79,0.005606852351894818,0.007520989714743708
80,-0.0027368225267176654,-0.002285121475696625
81,-0.005894112400620748,-0.00584692810139576
82,0.004119086815362421,0.0023385385240466752
83,0.013441737732166798,0.015192414155479093
84,0.007121584665601638,0.010996454226379678
85,0.005213660174774135,0.009348004999391141
86,0.005675406792407524,0.003080934946552868
87,-0.004479674679321384,0.0013507396881862691
88,0.007173235851575586,0.007531608414070631
89,-0.004948380766891886,-0.004068942312690881
90,0.0023393302653344694,0.0057082864626143565
91,0.012814911441358316,0.010182832931392247
92,0.0011834775366995317,0.0007889900714508527
93,-0.0010376502057590313,-0.0004099857028945582
94,0.0040455872902294375,0.003098647628864839
95,0.002589488580258588,0.006298429424721174
96,-0.004428109899451683,-0.001365744936432358
97,-0.002668717983431216,0.0003879936063723288
98,0.009778891313502637,0.007327729157223286
99,0.005810522873711306,0.0011807376727600073
100,-0.0030120969654514316,-0.003169289365604852
101,-0.017851693023312947,-0.01640594759864488
102,-0.005520417313830124,-0.003526876455067808
103,0.0059944024604442776,0.008229049968165994
104,0.0032320086182154165,-0.001887996353608226
105,-0.005297487566073674,-0.00837120177039801
106,-0.007498044820542197,-0.008913662341904906
107,-0.008893184809337915,-0.007044624555162729
108,0.012865098774969922,0.014215157919411628
109,-0.008364666325836411,-0.008994885985986658
110,0.008551723733769778,0.010893480094557314
111,0.00043239835367148724,0.0027553279583649387
112,0.004778773710157837,0.0060488420267405755
113,-0.0009998663389942806,0.0017237354716024343
114,-0.004765729932704498,-0.0054770097466141756
115,-0.009344887827291001,-0.01004344595722115
116,-0.005989019109069752,-0.005648035736453884
117,0.0020515832960829633,0.000145482976591541
118,-0.013944304445053877,-0.015378198150888119
119,-0.014864967360034197,-0.014577539328931398
120,-0.0020253973099577274,-0.0075076112004352534
121,0.006374243203299349,0.007164799519210261
122,-0.023468187751061884,-0.025319662017319333
123,-0.0004595974525123857,0.001359413960385626
124,0.01797871922664528,0.020166910287703486
125,0.002566924544218663,0.0002197159070169275
126,0.00992264347482621,0.012759794180069308
127,-0.004595123147729063,-0.005260853213304076
128,0.008164484578061711,0.009338399301713948
129,0.009731208489874575,0.012338775694005513
130,0.0017823795969501494,0.0038690549762561382
131,0.0006320123680860067,0.005694276931251181
132,-0.009564451093195496,-0.009578032713699364
133,-0.007275131876800118,-0.004104032238699434
134,5.1830316365480034e-05,-0.00035203517238509524
135,-0.013070468531677083,-0.007373219823379027
136,0.0026239107988825132,0.000779916388446158
137,0.01109768122000236,0.011679661987665563
138,0.0040016915394286545,0.00496874058186022
139,0.0012142013692312554,0.004514695207714166
140,-0.0018204005762248521,-0.005030235140145332
141,0.0005138991168719424,-0.004895072651373449
142,0.0016119188233625398,0.00018229052994163698
143,-0.017308975647892463,-0.01643409917782589
144,0.01021799210333801,0.009947067046775367
145,0.004297920095957663,0.005225145596110368
146,-0.00037145968567015063,-0.004813640982143583
147,-0.0041416058660553165,-0.009147754329370884
148,-0.01281714298191821,-0.02205094542866464
149,0.00786574941077354,0.005474218825056049
150,-0.02364283556379739,-0.026115103849213762
151,-0.0073244707920153505,-0.009200027804924361
152,-0.0055276262374292714,-0.007519004079371394
153,0.01927078391966723,0.023674979829487675
154,0.00044583096923369784,-0.0037404330498919097
155,-0.012159528139634803,-0.014669610876916418
156,-0.005054050652411082,-0.004846215740994624
157,0.0027990931863138093,0.006108372016598565
158,0.012177175164208852,0.020512274072265725
159,0.0019700004467021106,-0.0038802458105803243
160,0.00972125314255466,0.014348116311320623
161,0.0005212827797530228,0.0007433312724902904
162,8.705602096109128e-06,-0.00035878598070312323
163,-7.796781620299242e-05,0.0030812079092636235
164,0.005056913709791637,0.00025188136709939886
165,0.009901515595447247,0.015422815958369796
166,0.00391451536033644,0.0005375350006876805
167,0.003701025677213855,0.0013317842374709517
168,-0.00034463784042486323,0.0010281685465439079
169,0.005521985784638688,0.0040030141712756396
170,-0.0035889918323471857,-0.0021340577943144063
171,0.0003322936145395242,0.001283119579755437
172,0.006839650365415471,0.010504085272572943
173,0.007182185679806053,0.006414257400949953
174,0.002462462043662597,0.00614517750207939
