,result_equal_vis,result_rl_vis
0,-0.012084459305440307,-0.005932849665210768
1,0.007076407580787359,-3.6258004857655975e-05
2,0.007678799725824157,0.0035573833614145345
3,0.0058103262003368445,0.0006280890679648287
4,-0.010321440503906515,-0.002848999795506293
5,0.01096966809739809,0.002847869589595403
6,0.004415434102078186,0.0032932543193629833
7,-0.016388093534873242,-0.005078954988906539
8,-0.003641351415940924,0.001176139257565922
9,0.004288553088393971,-0.0002143821270256259
10,-0.0259132384402764,-0.005025659895872946
11,0.007247745856266708,0.0017289119991666536
12,0.008533674554644929,0.0010898760026896341
13,0.0071781259335644025,0.0018990513747448496
14,-0.011069688874487463,-0.002973799977644368
15,0.007133833146965675,0.0011967078825395644
16,-0.012400530284788875,-0.0021787563964506345
17,-0.017961172694957027,-0.00419773043964631
18,0.006902520201662443,6.43699379222384e-05
19,0.001804996636052323,0.00023782558810238246
20,-0.002487805487297354,0.0012196348943830648
21,0.004718451661594093,-0.0007389470857356917
22,0.021762020111894688,0.002514735892366259
23,0.008143236121207641,0.0042893192292240674
24,0.0023145648689493173,0.00014089817431646898
25,0.010563623923748442,0.0006749063693469913
26,0.009336118130268906,0.0018123664317418826
27,-0.005333407155915148,-0.00027055725544537817
28,0.014244486006518625,0.003835368669503226
29,-0.01540585356782871,-0.0032755025014564476
30,-0.005672295302083784,-0.0035361488115202054
31,0.013511678863339087,0.004009791964335691
32,-0.009066410111703208,-0.002856749111897426
33,-0.003572373910192813,0.00040773589059880445
34,-0.0006374376485478401,0.0018153045619777308
35,0.007183902457137995,0.00149405716894459
36,0.003398034353453155,0.0017844422415586464
37,0.012191967298969205,0.0024008790079770377
38,0.0016826202112006944,0.001992863644982056
39,0.0033734992685052517,-4.6259700102222145e-05
40,-0.002203445904323915,-0.00017737968539840353
41,0.008109699592969467,0.0010420455825535953
42,-0.007436953554024492,-0.001806819735540539
43,0.00850750225673557,0.0043556763144885595
44,-0.0019096877327094471,-0.000959659271699208
45,0.0023609586467887604,0.00221177508362404
46,0.0024491491712398143,0.0012440005136898826
47,0.010482238521272603,0.0037875147646175204
48,0.010204725790335989,0.0034268448848107924
49,0.007032474222670119,0.003602194430538053
50,0.00035566935596079125,0.0003484012554636973
51,0.0003631980719826065,-0.0014359836161752352
52,0.01152608943228855,0.004362383454464097
53,0.006193153159114177,0.0019776224322606887
54,-0.0034081729767745333,-0.000476384859840306
55,0.009245685433165238,0.0049140235148892345
56,-0.0052814667833129105,-0.0009216622790566615
57,0.012708791075027471,0.0041684528891647215
58,0.015661166467406982,0.002940422374403698
59,0.019784058403637443,0.005101145221666209
60,0.0032390515961467758,0.0016513865850539947
61,0.00025717380398244,9.881874449026584e-05
62,-0.008033137560037784,0.0010366533261082383
63,0.006292631785154076,-0.003531734540191297
64,0.014715143447753497,0.002029755779394235
65,0.0035094483973991245,0.000768521638891434
66,0.003948634346748341,0.0009277603144501117
67,-0.002440731052178477,0.0013053432392024708
68,-0.014806137190059509,-0.0006097528164691154
69,-0.027853816654813852,-0.007193725683148102
70,0.0008148065110589594,0.004356203839359777
71,0.006329261086076066,0.002134534032606911
72,0.01390965562455814,0.002684708785350091
73,0.009920626687816217,0.004061300776372194
74,-0.03777981460543853,-0.004665292410970057
75,-0.050732051316503296,-0.011102473418179796
76,0.006863948456247037,-0.0014131094664037965
77,-0.03949538035253511,-0.008913929175401031
78,0.05239471798199023,0.012134759922983667
79,0.004445218926262225,0.0027162632738976767
80,-0.00843381769304672,0.0019222959691188118
81,0.01508256590429174,0.0065240174395818865
82,0.007808132654439593,0.0031925871117078905
83,0.00947278273972598,5.0181590299416606e-05
84,0.00326372896289685,0.00477671078949301
85,-0.0006257615018525188,-0.0002792028392038496
86,0.01614326704056486,0.0051588675859092215
87,0.007175537209304924,0.0005770705147741191
88,0.009719404069455881,0.003289215968997919
89,0.0018255718369404176,0.002707134574738753
90,0.006118005248520398,0.0006740233721067475
91,-0.0068308004055549045,-0.002121729761180291
92,-0.0028773235878323234,-0.0006850489214381291
93,0.001254815612477233,-4.737888854824298e-05
94,-0.00712731560693765,-0.0035310515209198185
95,0.0002429319313294253,0.0015154252442249286
96,0.004526698657145789,0.0024781700237900012
97,-0.0010538305935029273,-0.0003608772120130281
98,0.005606852351894818,0.0012287021873729912
99,-0.0027368225267176654,0.00016734239588939498
100,-0.005894112400620748,0.00029484014048754856
101,0.004119086815362421,0.003011672534295885
102,0.013441737732166798,0.0030040257246488266
103,0.007121584665601638,0.003543934663832553
104,0.005213660174774135,0.004346075317898535
105,0.005675406792407524,0.003082982762675149
106,-0.004479674679321384,-0.0009441118765623707
107,0.007173235851575586,0.0036813140208465556
108,-0.004948380766891886,-0.000602435250460091
109,0.0023393302653344694,-0.00013011915776624185
110,0.012814911441358316,0.0010786086999459276
111,0.0011834775366995317,0.0029503715978058537
112,-0.0010376502057590313,-7.900155120189174e-05
113,0.0040455872902294375,0.0025870033947034796
114,0.002589488580258588,0.002538064836824932
115,-0.004428109899451683,-0.001924336907743895
116,-0.002668717983431216,-0.0016701141878372556
117,0.009778891313502637,0.003066216705360562
118,0.005810522873711306,0.0028145634128909254
119,-0.0030120969654514316,-0.0018578002527972815
120,-0.017851693023312947,-0.00606890585497916
121,-0.005520417313830124,-0.0004608522570315104
122,0.0059944024604442776,-9.833251270125333e-05
123,0.0032320086182154165,0.003678010138024908
124,-0.005297487566073674,-0.005446616575014113
125,-0.007498044820542197,-0.00586466584347763
126,-0.008893184809337915,-0.0004795023244242798
127,0.012865098774969922,0.005252733548459494
128,-0.008364666325836411,-0.003294824210813381
129,0.008551723733769778,0.003236878731816793
130,0.00043239835367148724,-0.0001249449191613061
131,0.004778773710157837,0.001975311218658222
132,-0.0009998663389942806,-0.0007265878903721526
133,-0.004765729932704498,-0.00017825010122618772
134,-0.009344887827291001,5.4695575860619664e-05
135,-0.005989019109069752,0.0008786902241829765
136,0.0020515832960829633,0.002569896818553431
137,-0.013944304445053877,-0.002634510444594996
138,-0.014864967360034197,-0.006647340898740352
139,-0.0020253973099577274,-0.0008914636379666538
140,0.006374243203299349,0.004223913198075692
141,-0.023468187751061884,-0.006493991313227666
142,-0.0004595974525123857,0.0018526745629872706
143,0.01797871922664528,0.009129664389226848
144,0.002566924544218663,0.001579197652635953
145,0.00992264347482621,0.0014571613593559074
146,-0.004595123147729063,-0.0010248645946868437
147,0.008164484578061711,0.003929056598532191
148,0.009731208489874575,0.003407690880072741
149,0.0017823795969501494,0.0006490883234614445
150,0.0006320123680860067,-0.0028734459461508244
151,-0.009564451093195496,-0.00112365614834664
152,-0.007275131876800118,-0.0013549215877451683
153,5.1830316365480034e-05,0.0013928548825626933
154,-0.013070468531677083,-0.0029220831195199844
155,0.0026239107988825132,-0.00014831075451173116
156,0.01109768122000236,0.0039885407277823045
157,0.0040016915394286545,0.0005703033152443139
158,0.0012142013692312554,0.0017626065832633839
159,-0.0018204005762248521,-0.0007190707807634688
160,0.0005138991168719424,-0.002640730196953506
161,0.0016119188233625398,0.0008286774639842562
162,-0.017308975647892463,-0.002813489858197985
163,0.01021799210333801,0.0008567342390941269
164,0.004297920095957663,0.0017607251268717428
165,-0.00037145968567015063,-0.001291909677577036
166,-0.0041416058660553165,-0.002402058965810519
167,-0.01281714298191821,-0.0016494130809436756
168,0.00786574941077354,0.0029698444658292356
169,-0.02364283556379739,-0.007931987706026445
170,-0.0073244707920153505,-0.004403222998061524
171,-0.0055276262374292714,-0.003251583547306201
172,0.01927078391966723,0.004716364157978426
173,0.00044583096923369784,-0.00043913979335972444
174,-0.012159528139634803,-0.008055671744253859
175,-0.005054050652411082,-0.0023519502646032215
176,0.0027990931863138093,0.004380769911978383
177,0.012177175164208852,0.001211792094853364
178,0.0019700004467021106,0.0009827088323587669
179,0.00972125314255466,0.0007862208923854377
180,0.0005212827797530228,0.00012083613730159211
181,8.705602096109128e-06,-0.00026912233531515466
182,-7.796781620299242e-05,-0.0006571849978910776
183,0.005056913709791637,0.0029483264634486014
184,0.009901515595447247,0.0018901491658759994
185,0.00391451536033644,-9.28689086911441e-05
186,0.003701025677213855,-0.0005350463543805083
187,-0.00034463784042486323,0.0004945735279193479
188,0.005521985784638688,-0.0012965978101097157
189,-0.0035889918323471857,0.000794862260871577
